Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:42:01,580	0,4529376	1,013839	0	
28.07.2020 08:42:01,838	0,4618207	1,015919	0	
28.07.2020 08:42:02,107	0,4691555	1,01801	0	
28.07.2020 08:42:02,375	0,4744465	1,020274	0	
28.07.2020 08:42:02,651	0,4781766	1,022536	0	
28.07.2020 08:42:02,914	0,4801475	1,024473	0	
28.07.2020 08:42:03,174	0,4822057	1,026738	0	
28.07.2020 08:42:03,449	0,4832668	1,028841	0	
28.07.2020 08:42:03,710	0,4850902	1,030961	0	
28.07.2020 08:42:03,966	0,4860209	1,033076	0	
28.07.2020 08:42:04,235	0,4861228	1,035346	0	
28.07.2020 08:42:04,499	0,4872622	1,037465	0	
28.07.2020 08:42:04,767	0,4876796	1,039743	0	
28.07.2020 08:42:05,39	0,4884822	1,04187	0	
28.07.2020 08:42:05,297	0,4887184	1,043989	0	
28.07.2020 08:42:05,550	0,4883538	1,046103	0	
28.07.2020 08:42:05,811	0,4886981	1,048219	0	
28.07.2020 08:42:06,79	0,4915055	1,050612	0	
28.07.2020 08:42:06,345	0,8451707	1,057784	0	
28.07.2020 08:42:06,605	1,267839	1,066565	0	
28.07.2020 08:42:06,864	1,573799	1,074303	0	
28.07.2020 08:42:07,129	1,603318	1,082938	0	
28.07.2020 08:42:07,385	1,543685	1,088862	0	
28.07.2020 08:42:07,644	1,159554	1,091221	0	
28.07.2020 08:42:07,913	0,5402936	1,092016	0	
28.07.2020 08:42:08,172	0,05003546	1,092305	0	
28.07.2020 08:42:08,444	0,06199209	1,092684	0	
28.07.2020 08:42:08,698	0,1230195	1,093672	0	
28.07.2020 08:42:08,967	0,2858407	1,095409	0	
28.07.2020 08:42:09,237	0,4647929	1,097235	0	
28.07.2020 08:42:09,491	0,4760596	1,099374	0	
28.07.2020 08:42:09,752	0,4861102	1,101729	0	
28.07.2020 08:42:10,21	0,4890954	1,103859	0	
28.07.2020 08:42:10,284	0,4860031	1,105926	0	
28.07.2020 08:42:10,538	0,4802065	1,107948	0	
28.07.2020 08:42:10,810	0,4734671	1,110104	0	
28.07.2020 08:42:11,78	0,470578	1,112125	0	
28.07.2020 08:42:11,347	0,4695244	1,114306	0	
28.07.2020 08:42:11,616	0,4697427	1,11619	0	
28.07.2020 08:42:11,875	0,4718701	1,118411	0	
28.07.2020 08:42:12,143	0,4734306	1,120478	0	
28.07.2020 08:42:12,404	0,4756372	1,122561	0	
28.07.2020 08:42:12,655	0,4774532	1,124645	0	
28.07.2020 08:42:12,923	0,4782156	1,126723	0	
28.07.2020 08:42:13,190	0,4790913	1,128964	0	
28.07.2020 08:42:13,448	0,4791268	1,13088	0	
28.07.2020 08:42:13,712	0,4794019	1,133122	0	
28.07.2020 08:42:13,978	0,4795802	1,135202	0	
28.07.2020 08:42:14,243	0,4796175	1,137282	0	
28.07.2020 08:42:14,509	0,4804165	1,139528	0	
28.07.2020 08:42:14,783	0,4788062	1,141571	0	
28.07.2020 08:42:15,45	0,4674787	1,143472	0	
